id_carro,nome_modelo,ano,nome_marca,litros,tipo_combustivel,tipo_cambio,preco,quilometragem,proprietarios,portas
2122,GLA,2020,Mercedes,22,Hybrid,Manual,8170,136462,3,4
2123,5 Series,2013,BMW,37,Diesel,Semi-Automatic,11627,18632,5,2
2124,Fiesta,2017,Ford,27,Petrol,Automatic,5152,277355,1,2
2125,Q5,2023,Audi,41,Electric,Automatic,10157,77141,5,2
2126,Q5,2023,Audi,48,Petrol,Manual,8201,169904,2,2
2127,Q5,2023,Audi,31,Electric,Manual,8329,283526,4,2
2128,Elantra,2004,Hyundai,22,Electric,Automatic,11910,179482,5,2
2129,Focus,2004,Ford,47,Diesel,Manual,13344,72765,5,3
2130,A3,2022,Audi,44,Diesel,Manual,10667,131640,1,5
2131,Optima,2005,Kia,39,Petrol,Semi-Automatic,4407,179632,1,2
2132,Tiguan,2006,Volkswagen,27,Petrol,Manual,7866,276686,4,2
2133,CR-V,2007,Honda,13,Hybrid,Automatic,8283,295825,5,3
2134,A3,2022,Audi,49,Diesel,Manual,9839,93013,1,5
2135,RAV4,2005,Toyota,25,Petrol,Semi-Automatic,4403,274848,4,2
2136,Fiesta,2017,Ford,48,Hybrid,Automatic,8349,212546,2,2
2137,A3,2022,Audi,41,Petrol,Semi-Automatic,10665,101708,5,5
2138,Explorer,2006,Ford,20,Diesel,Semi-Automatic,5755,107228,2,4
2139,A3,2022,Audi,38,Petrol,Manual,11372,36393,2,5
2140,Golf,2003,Volkswagen,50,Electric,Semi-Automatic,13172,1396,3,3
2141,Sonata,2007,Hyundai,40,Electric,Semi-Automatic,9842,177856,3,3
2142,Q5,2023,Audi,21,Petrol,Manual,9704,79782,1,2
2143,Tiguan,2006,Volkswagen,43,Petrol,Manual,5760,191971,1,2
2144,Tucson,2007,Hyundai,35,Electric,Manual,9987,10637,5,4
2145,Sonata,2007,Hyundai,18,Electric,Manual,10277,61142,1,3
2146,Focus,2004,Ford,11,Electric,Manual,5642,257885,5,3
2147,C-Class,2007,Mercedes,45,Electric,Manual,15530,38471,4,5
2148,Passat,2008,Volkswagen,34,Electric,Automatic,12343,37822,3,3
2149,Impala,2017,Chevrolet,24,Diesel,Manual,7302,289855,1,5
2150,A4,2004,Audi,14,Electric,Semi-Automatic,3847,257620,3,2
2151,Civic,2010,Honda,46,Electric,Manual,12421,213924,1,3
2152,E-Class,2004,Mercedes,40,Hybrid,Manual,10298,120075,2,3
2153,Q5,2023,Audi,15,Hybrid,Manual,7768,16573,4,2
2154,Optima,2005,Kia,46,Hybrid,Automatic,12423,73847,5,2
2155,Civic,2010,Honda,26,Petrol,Manual,7999,175047,5,3
2156,Sonata,2007,Hyundai,40,Diesel,Semi-Automatic,13355,22226,3,3
2157,Sonata,2007,Hyundai,38,Petrol,Automatic,8977,246108,2,3
2158,Elantra,2004,Hyundai,40,Electric,Manual,11225,63717,2,2
2159,Corolla,2010,Toyota,26,Hybrid,Manual,11798,50056,3,4
2160,Civic,2010,Honda,22,Diesel,Automatic,3916,224180,2,3
2161,Malibu,2012,Chevrolet,17,Diesel,Semi-Automatic,5518,224055,3,2
2162,Explorer,2006,Ford,12,Diesel,Automatic,9293,85335,1,4
2163,Fiesta,2017,Ford,17,Electric,Automatic,6823,183828,1,2
2164,5 Series,2013,BMW,34,Hybrid,Automatic,13930,58491,3,2
2165,Focus,2004,Ford,28,Electric,Manual,11636,193179,5,3
2166,Civic,2010,Honda,27,Hybrid,Manual,10410,214496,2,3
2167,RAV4,2005,Toyota,24,Petrol,Automatic,9450,227454,4,2
2168,Accord,2001,Honda,22,Electric,Semi-Automatic,2981,280901,2,5
2169,RAV4,2005,Toyota,18,Petrol,Automatic,2384,295758,4,2
2170,Rio,2020,Kia,44,Electric,Semi-Automatic,12106,234683,3,3
2171,CR-V,2007,Honda,23,Diesel,Manual,6728,13568,3,3
2172,Civic,2010,Honda,19,Diesel,Semi-Automatic,5683,210826,4,3
2173,Impala,2017,Chevrolet,41,Petrol,Semi-Automatic,7705,159746,5,5
2174,Golf,2003,Volkswagen,11,Diesel,Semi-Automatic,5356,82166,3,3
2175,Rio,2020,Kia,11,Petrol,Automatic,7489,170507,3,3
2176,GLA,2020,Mercedes,42,Diesel,Semi-Automatic,11140,112955,1,4
2177,Explorer,2006,Ford,46,Electric,Semi-Automatic,16421,58921,3,4
2178,Malibu,2012,Chevrolet,44,Diesel,Manual,4501,244924,4,2
2179,3 Series,2017,BMW,42,Electric,Semi-Automatic,8457,287126,5,5
2180,3 Series,2017,BMW,42,Hybrid,Semi-Automatic,8535,83206,1,5
2181,Passat,2008,Volkswagen,38,Hybrid,Semi-Automatic,5092,280369,1,3
2182,CR-V,2007,Honda,27,Petrol,Semi-Automatic,12258,27082,5,3
2183,Civic,2010,Honda,21,Hybrid,Automatic,5356,272168,5,3
2184,E-Class,2004,Mercedes,24,Petrol,Manual,7637,273128,4,3
2185,Fiesta,2017,Ford,35,Electric,Automatic,8545,277713,2,2
2186,Tiguan,2006,Volkswagen,37,Petrol,Manual,11606,94672,3,2
2187,Tucson,2007,Hyundai,12,Diesel,Manual,2000,281172,4,4
2188,Accord,2001,Honda,49,Petrol,Automatic,13805,179716,5,5
2189,A3,2022,Audi,18,Hybrid,Manual,7650,97455,1,5
2190,5 Series,2013,BMW,31,Petrol,Manual,6465,171748,2,2
2191,Optima,2005,Kia,42,Hybrid,Manual,6180,230974,1,2
2192,Sportage,2001,Kia,35,Hybrid,Manual,5459,277020,1,2
2193,A3,2022,Audi,16,Hybrid,Manual,8858,72078,2,5
2194,X5,2017,BMW,38,Petrol,Semi-Automatic,11895,10246,4,3
2195,Malibu,2012,Chevrolet,23,Diesel,Semi-Automatic,4896,135181,2,2
2196,CR-V,2007,Honda,14,Hybrid,Semi-Automatic,2042,237884,3,3
2197,RAV4,2005,Toyota,38,Hybrid,Semi-Automatic,10386,60690,3,2
2198,Civic,2010,Honda,13,Electric,Semi-Automatic,4753,222317,5,3
2199,Sonata,2007,Hyundai,12,Electric,Automatic,7616,179164,4,3
2200,Impala,2017,Chevrolet,24,Electric,Automatic,7186,275673,4,5
2201,5 Series,2013,BMW,34,Diesel,Semi-Automatic,3746,217682,2,2
2202,Tiguan,2006,Volkswagen,47,Petrol,Manual,7268,211596,3,2
2203,Tucson,2007,Hyundai,18,Diesel,Manual,4689,210517,5,4
2204,CR-V,2007,Honda,37,Hybrid,Semi-Automatic,10467,231634,5,3
2205,Sportage,2001,Kia,15,Diesel,Manual,6609,234529,2,2
2206,Explorer,2006,Ford,32,Hybrid,Semi-Automatic,12112,64381,2,4
2207,3 Series,2017,BMW,40,Electric,Semi-Automatic,13461,11943,2,5
2208,Accord,2001,Honda,19,Diesel,Automatic,9037,13116,5,5
2209,Golf,2003,Volkswagen,47,Hybrid,Automatic,7146,237667,2,3
2210,Sportage,2001,Kia,15,Hybrid,Automatic,6738,248095,3,2
2211,E-Class,2004,Mercedes,45,Hybrid,Manual,7297,220144,4,3
2212,A4,2004,Audi,15,Diesel,Manual,5834,168254,5,2
2213,Focus,2004,Ford,20,Hybrid,Manual,10251,97401,1,3
2214,Equinox,2018,Chevrolet,35,Petrol,Manual,6311,184428,1,2
2215,Focus,2004,Ford,22,Electric,Automatic,9273,71321,1,3
2216,Passat,2008,Volkswagen,43,Hybrid,Manual,9968,1576,3,3
2217,Explorer,2006,Ford,24,Petrol,Manual,7706,254658,4,4
2218,Rio,2020,Kia,24,Diesel,Manual,8920,13969,2,3
2219,Explorer,2006,Ford,18,Diesel,Manual,2000,275625,5,4
2220,Tiguan,2006,Volkswagen,39,Diesel,Manual,8425,98703,1,2
2221,Corolla,2010,Toyota,23,Hybrid,Semi-Automatic,6518,284065,5,4
2222,Passat,2008,Volkswagen,30,Hybrid,Semi-Automatic,6970,131461,5,3
2223,E-Class,2004,Mercedes,19,Petrol,Manual,10050,142491,1,3
2224,Equinox,2018,Chevrolet,17,Electric,Automatic,11311,19407,2,2
2225,Focus,2004,Ford,45,Hybrid,Semi-Automatic,14873,21304,4,3
2226,Civic,2010,Honda,41,Diesel,Automatic,12107,179602,1,3
2227,Sportage,2001,Kia,41,Electric,Automatic,12503,4842,1,2
2228,Malibu,2012,Chevrolet,31,Petrol,Semi-Automatic,6063,206820,3,2
2229,Golf,2003,Volkswagen,34,Electric,Semi-Automatic,4135,268243,4,3
2230,Corolla,2010,Toyota,38,Hybrid,Semi-Automatic,11113,99337,4,4
2231,Focus,2004,Ford,15,Electric,Automatic,5736,228161,5,3
2232,Equinox,2018,Chevrolet,21,Hybrid,Automatic,12828,48595,5,2
2233,Tiguan,2006,Volkswagen,43,Petrol,Automatic,8641,92949,2,2
2234,Elantra,2004,Hyundai,19,Diesel,Automatic,10546,102677,2,2
2235,Tucson,2007,Hyundai,28,Petrol,Manual,9438,128059,4,4
2236,Impala,2017,Chevrolet,28,Petrol,Manual,10783,120822,1,5
2237,Corolla,2010,Toyota,27,Electric,Automatic,10935,118227,2,4
2238,Equinox,2018,Chevrolet,40,Petrol,Automatic,11584,35778,4,2
2239,C-Class,2007,Mercedes,31,Electric,Semi-Automatic,10530,263472,3,5
2240,Camry,2007,Toyota,17,Diesel,Semi-Automatic,2000,289249,2,4
2241,Tiguan,2006,Volkswagen,31,Electric,Automatic,11522,228898,1,2
2242,Civic,2010,Honda,34,Hybrid,Semi-Automatic,4539,213010,3,3
2243,Golf,2003,Volkswagen,33,Electric,Automatic,7982,265865,4,3
2244,Equinox,2018,Chevrolet,15,Hybrid,Semi-Automatic,11376,106184,3,2
2245,Civic,2010,Honda,48,Hybrid,Semi-Automatic,7026,218684,1,3
2246,GLA,2020,Mercedes,23,Hybrid,Automatic,10215,189243,5,4
2247,Camry,2007,Toyota,47,Petrol,Automatic,11788,15561,2,4
2248,Sonata,2007,Hyundai,30,Diesel,Semi-Automatic,6554,282260,2,3
2249,Accord,2001,Honda,48,Diesel,Semi-Automatic,11959,162038,3,5
2250,Rio,2020,Kia,36,Petrol,Semi-Automatic,6282,115892,5,3
2251,Q5,2023,Audi,25,Hybrid,Automatic,11367,141628,1,2
2252,Tiguan,2006,Volkswagen,40,Hybrid,Semi-Automatic,9320,273967,1,2
2253,RAV4,2005,Toyota,28,Diesel,Automatic,14208,54576,2,2
2254,5 Series,2013,BMW,15,Electric,Semi-Automatic,12011,109408,3,2
2255,Accord,2001,Honda,31,Petrol,Automatic,3846,272668,5,5
2256,Explorer,2006,Ford,18,Petrol,Automatic,6013,69308,3,4
2257,Explorer,2006,Ford,22,Petrol,Manual,11309,79502,3,4
2258,Camry,2007,Toyota,48,Diesel,Manual,12449,77522,4,4
2259,Explorer,2006,Ford,24,Hybrid,Semi-Automatic,11365,31711,5,4
2260,Equinox,2018,Chevrolet,36,Petrol,Automatic,8858,107093,1,2
2261,Sportage,2001,Kia,27,Diesel,Automatic,5689,205507,3,2
2262,Tucson,2007,Hyundai,14,Hybrid,Automatic,11559,92010,5,4
2263,Fiesta,2017,Ford,19,Petrol,Semi-Automatic,8010,4478,4,2
2264,GLA,2020,Mercedes,28,Hybrid,Manual,6673,286325,1,4
2265,Fiesta,2017,Ford,11,Petrol,Automatic,3984,210763,5,2
2266,Civic,2010,Honda,12,Diesel,Semi-Automatic,2000,265854,3,3
2267,Accord,2001,Honda,11,Diesel,Semi-Automatic,5497,240120,5,5
2268,Impala,2017,Chevrolet,18,Hybrid,Manual,10904,54765,2,5
2269,Malibu,2012,Chevrolet,40,Electric,Manual,10694,90251,5,2
2270,Fiesta,2017,Ford,36,Electric,Semi-Automatic,9834,248268,5,2
2271,Civic,2010,Honda,28,Hybrid,Manual,5734,168251,4,3
2272,Accord,2001,Honda,11,Electric,Semi-Automatic,9106,174665,4,5
2273,Optima,2005,Kia,14,Diesel,Automatic,7474,216284,2,2
2274,Equinox,2018,Chevrolet,11,Diesel,Semi-Automatic,6202,144900,2,2
2275,CR-V,2007,Honda,13,Electric,Manual,6505,89728,1,3
2276,A4,2004,Audi,27,Hybrid,Semi-Automatic,11484,10769,5,2
2277,Passat,2008,Volkswagen,34,Petrol,Manual,4267,206616,3,3
2278,Rio,2020,Kia,17,Hybrid,Semi-Automatic,4398,255091,4,3
2279,Civic,2010,Honda,35,Hybrid,Semi-Automatic,5928,238600,3,3
2280,Tucson,2007,Hyundai,10,Petrol,Automatic,6583,120850,1,4
2281,Focus,2004,Ford,26,Electric,Manual,4742,212873,2,3
2282,Focus,2004,Ford,14,Electric,Semi-Automatic,3874,196294,2,3
2283,Civic,2010,Honda,45,Petrol,Automatic,7453,297338,3,3
2284,Optima,2005,Kia,11,Electric,Manual,7553,42308,5,2
2285,CR-V,2007,Honda,16,Electric,Semi-Automatic,6077,186107,1,3
2286,Malibu,2012,Chevrolet,22,Diesel,Semi-Automatic,6926,133652,3,2
2287,Fiesta,2017,Ford,36,Electric,Manual,13897,75115,3,2
2288,Civic,2010,Honda,26,Diesel,Manual,7555,122235,2,3
2289,Malibu,2012,Chevrolet,38,Hybrid,Semi-Automatic,7910,289487,3,2
2290,Camry,2007,Toyota,35,Hybrid,Manual,9471,31448,3,4
2291,Tiguan,2006,Volkswagen,31,Petrol,Manual,6588,225596,4,2
2292,A4,2004,Audi,25,Petrol,Automatic,10975,126221,5,2
2293,Corolla,2010,Toyota,24,Electric,Manual,9894,95255,4,4
2294,CR-V,2007,Honda,29,Electric,Manual,9010,299471,5,3
2295,Equinox,2018,Chevrolet,25,Diesel,Semi-Automatic,6554,77298,5,2
2296,Passat,2008,Volkswagen,48,Electric,Manual,14079,111035,4,3
2297,Rio,2020,Kia,46,Hybrid,Automatic,8594,145289,4,3
2298,Sonata,2007,Hyundai,48,Hybrid,Manual,6599,210016,5,3
2299,Sportage,2001,Kia,17,Petrol,Manual,9407,164639,1,2
2300,C-Class,2007,Mercedes,42,Electric,Manual,12136,58152,1,5
2301,Camry,2007,Toyota,24,Petrol,Automatic,7835,188235,1,4
2302,Rio,2020,Kia,12,Petrol,Manual,6140,257957,5,3
2303,Golf,2003,Volkswagen,27,Petrol,Manual,2000,245909,4,3
2304,Rio,2020,Kia,37,Hybrid,Automatic,15313,94331,5,3
2305,5 Series,2013,BMW,23,Diesel,Semi-Automatic,11725,33738,1,2
2306,Civic,2010,Honda,32,Hybrid,Automatic,5555,257236,5,3
2307,A3,2022,Audi,44,Diesel,Semi-Automatic,7768,51568,4,5
2308,A4,2004,Audi,18,Hybrid,Semi-Automatic,6442,52853,2,2
2309,E-Class,2004,Mercedes,47,Electric,Automatic,14449,162547,3,3
2310,Fiesta,2017,Ford,38,Diesel,Automatic,14166,1669,4,2
2311,Civic,2010,Honda,30,Hybrid,Manual,6451,262444,5,3
2312,X5,2017,BMW,13,Petrol,Semi-Automatic,3017,149130,4,3
2313,A4,2004,Audi,14,Hybrid,Semi-Automatic,6792,135385,5,2
2314,Q5,2023,Audi,38,Hybrid,Automatic,10285,275723,2,2
2315,Q5,2023,Audi,27,Electric,Automatic,8098,290079,2,2
2316,Accord,2001,Honda,13,Electric,Manual,7664,211781,2,5
2317,Impala,2017,Chevrolet,46,Diesel,Semi-Automatic,9221,228920,1,5
2318,Camry,2007,Toyota,20,Hybrid,Semi-Automatic,5309,149547,3,4
2319,Camry,2007,Toyota,27,Diesel,Manual,12560,11995,3,4
2320,Corolla,2010,Toyota,11,Petrol,Semi-Automatic,9991,15401,5,4
2321,X5,2017,BMW,19,Diesel,Automatic,10135,48209,2,3
2322,Optima,2005,Kia,10,Electric,Manual,4225,248712,2,2
2323,Civic,2010,Honda,30,Diesel,Semi-Automatic,7737,28122,4,3
2324,Q5,2023,Audi,14,Electric,Manual,6434,68251,2,2
2325,Explorer,2006,Ford,33,Electric,Automatic,15284,20770,4,4
2326,Sonata,2007,Hyundai,22,Diesel,Manual,5835,233223,4,3
2327,Malibu,2012,Chevrolet,30,Hybrid,Automatic,11973,151336,2,2
2328,Impala,2017,Chevrolet,49,Diesel,Semi-Automatic,8543,247813,2,5
2329,CR-V,2007,Honda,41,Diesel,Automatic,10327,208645,1,3
2330,A4,2004,Audi,45,Hybrid,Automatic,15854,17255,2,2
2331,3 Series,2017,BMW,45,Diesel,Manual,7057,92101,4,5
2332,Focus,2004,Ford,43,Petrol,Automatic,10966,261682,2,3
2333,E-Class,2004,Mercedes,24,Hybrid,Semi-Automatic,10391,20402,3,3
2334,CR-V,2007,Honda,11,Diesel,Semi-Automatic,8099,5010,3,3
2335,3 Series,2017,BMW,20,Electric,Manual,6367,161604,5,5
2336,C-Class,2007,Mercedes,31,Electric,Automatic,8921,253949,5,5
2337,Sportage,2001,Kia,36,Petrol,Manual,5527,228614,2,2
2338,Impala,2017,Chevrolet,11,Hybrid,Manual,6369,261519,1,5
2339,Elantra,2004,Hyundai,17,Electric,Semi-Automatic,9798,50086,1,2
2340,Tiguan,2006,Volkswagen,40,Electric,Manual,10273,81343,2,2
2341,Accord,2001,Honda,36,Electric,Manual,5543,207815,2,5
2342,CR-V,2007,Honda,19,Diesel,Semi-Automatic,6724,128781,3,3
2343,Camry,2007,Toyota,39,Electric,Automatic,10096,115187,1,4
2344,E-Class,2004,Mercedes,34,Petrol,Manual,10270,86477,1,3
2345,Explorer,2006,Ford,32,Petrol,Semi-Automatic,3856,202171,4,4
2346,Civic,2010,Honda,23,Electric,Automatic,8632,258356,2,3
2347,Optima,2005,Kia,24,Petrol,Manual,6353,97313,1,2
2348,Tiguan,2006,Volkswagen,45,Diesel,Semi-Automatic,12494,45288,1,2
2349,Camry,2007,Toyota,19,Diesel,Automatic,11668,61578,4,4
2350,Malibu,2012,Chevrolet,14,Diesel,Semi-Automatic,7500,184971,3,2
2351,Golf,2003,Volkswagen,12,Petrol,Manual,2387,205648,5,3
2352,A3,2022,Audi,23,Petrol,Semi-Automatic,6921,3918,2,5
2353,Tucson,2007,Hyundai,15,Diesel,Automatic,4233,248323,5,4
2354,Accord,2001,Honda,44,Diesel,Automatic,10186,200652,2,5
2355,Equinox,2018,Chevrolet,34,Hybrid,Manual,10747,232648,2,2
2356,Accord,2001,Honda,18,Hybrid,Automatic,5259,262030,5,5
2357,Civic,2010,Honda,10,Diesel,Manual,2415,254204,4,3
2358,Optima,2005,Kia,29,Hybrid,Manual,8739,203018,5,2
2359,GLA,2020,Mercedes,28,Diesel,Automatic,8427,193602,3,4
2360,Focus,2004,Ford,42,Electric,Manual,8195,120246,4,3
2361,GLA,2020,Mercedes,49,Hybrid,Manual,12036,78173,3,4
2362,C-Class,2007,Mercedes,36,Petrol,Manual,9264,131763,3,5
2363,3 Series,2017,BMW,20,Petrol,Manual,4243,287834,5,5
2364,5 Series,2013,BMW,38,Diesel,Automatic,12331,48409,1,2
2365,CR-V,2007,Honda,35,Petrol,Automatic,7704,204765,2,3
2366,GLA,2020,Mercedes,23,Electric,Manual,11908,124582,3,4
2367,Focus,2004,Ford,30,Petrol,Manual,8341,192940,5,3
2368,Sonata,2007,Hyundai,46,Hybrid,Semi-Automatic,14491,45408,3,3
2369,Tiguan,2006,Volkswagen,31,Electric,Automatic,12551,87425,2,2
2370,Malibu,2012,Chevrolet,41,Electric,Automatic,17661,31949,1,2
2371,Sportage,2001,Kia,13,Petrol,Automatic,9276,16154,5,2
2372,5 Series,2013,BMW,34,Diesel,Manual,5596,275152,2,2
2373,C-Class,2007,Mercedes,14,Hybrid,Automatic,11703,129843,5,5
2374,Malibu,2012,Chevrolet,28,Electric,Manual,11342,147851,2,2
2375,Q5,2023,Audi,38,Hybrid,Semi-Automatic,9143,92810,5,2
2376,GLA,2020,Mercedes,15,Diesel,Semi-Automatic,10838,68067,5,4
2377,C-Class,2007,Mercedes,27,Diesel,Automatic,9629,53507,5,5
2378,Tiguan,2006,Volkswagen,45,Hybrid,Automatic,13766,16652,1,2
2379,Impala,2017,Chevrolet,26,Diesel,Semi-Automatic,4420,188993,3,5
2380,Camry,2007,Toyota,23,Electric,Automatic,16712,4398,5,4
2381,Accord,2001,Honda,43,Hybrid,Semi-Automatic,9750,132464,2,5
2382,Passat,2008,Volkswagen,25,Electric,Manual,11382,145875,3,3
2383,Accord,2001,Honda,35,Diesel,Semi-Automatic,10040,192966,3,5
2384,Tiguan,2006,Volkswagen,25,Hybrid,Manual,9692,180369,5,2
2385,Malibu,2012,Chevrolet,12,Hybrid,Automatic,5763,131811,2,2
2386,GLA,2020,Mercedes,50,Hybrid,Semi-Automatic,14546,2683,4,4
2387,Rio,2020,Kia,37,Petrol,Semi-Automatic,7009,264521,5,3
2388,Tiguan,2006,Volkswagen,30,Electric,Manual,10597,210129,4,2
2389,Malibu,2012,Chevrolet,15,Petrol,Manual,5547,257638,2,2
2390,C-Class,2007,Mercedes,12,Petrol,Manual,2000,211790,3,5
2391,GLA,2020,Mercedes,39,Electric,Manual,9515,159229,2,4
2392,Malibu,2012,Chevrolet,12,Electric,Manual,3660,226960,4,2
2393,Golf,2003,Volkswagen,29,Diesel,Manual,2000,286072,4,3
2394,Fiesta,2017,Ford,10,Diesel,Semi-Automatic,3035,103206,2,2
2395,X5,2017,BMW,20,Hybrid,Semi-Automatic,2254,242282,3,3
2396,Fiesta,2017,Ford,33,Electric,Manual,6346,242693,3,2
2397,Accord,2001,Honda,23,Diesel,Semi-Automatic,7424,113764,2,5
2398,Explorer,2006,Ford,21,Diesel,Automatic,7438,253096,5,4
2399,Civic,2010,Honda,14,Petrol,Semi-Automatic,8689,95534,2,3
2400,Corolla,2010,Toyota,29,Diesel,Automatic,7989,55509,2,4
2401,Impala,2017,Chevrolet,30,Hybrid,Semi-Automatic,8457,147140,2,5
2402,Golf,2003,Volkswagen,13,Diesel,Semi-Automatic,7120,93988,4,3
2403,5 Series,2013,BMW,44,Hybrid,Automatic,8864,271772,4,2
2404,CR-V,2007,Honda,24,Hybrid,Manual,7285,235714,4,3
2405,Impala,2017,Chevrolet,49,Hybrid,Semi-Automatic,12004,124760,2,5
2406,Rio,2020,Kia,30,Diesel,Automatic,4469,221519,4,3
2407,Tucson,2007,Hyundai,33,Diesel,Semi-Automatic,7645,122701,5,4
2408,Explorer,2006,Ford,40,Hybrid,Automatic,12687,135623,4,4
2409,Camry,2007,Toyota,37,Hybrid,Manual,9907,244645,4,4
2410,Optima,2005,Kia,18,Diesel,Manual,2000,279537,5,2
2411,Impala,2017,Chevrolet,10,Diesel,Semi-Automatic,3891,225450,5,5
2412,Impala,2017,Chevrolet,27,Petrol,Automatic,9389,35544,4,5
2413,3 Series,2017,BMW,42,Hybrid,Automatic,11954,17264,3,5
2414,Impala,2017,Chevrolet,32,Petrol,Automatic,11244,27779,5,5
2415,A4,2004,Audi,50,Electric,Automatic,15673,41303,1,2
2416,Tiguan,2006,Volkswagen,39,Electric,Manual,12223,233808,4,2
2417,Passat,2008,Volkswagen,39,Electric,Semi-Automatic,5572,296359,1,3
2418,Accord,2001,Honda,12,Electric,Manual,7148,7576,4,5
2419,Accord,2001,Honda,22,Electric,Automatic,7250,157490,1,5
2420,Tucson,2007,Hyundai,42,Diesel,Semi-Automatic,6952,172370,3,4
2421,CR-V,2007,Honda,47,Diesel,Semi-Automatic,11995,170236,4,3
2422,Tucson,2007,Hyundai,16,Diesel,Automatic,8700,44985,5,4
2423,Focus,2004,Ford,47,Diesel,Semi-Automatic,8492,60361,3,3
2424,Accord,2001,Honda,22,Hybrid,Manual,3818,174062,5,5
2425,3 Series,2017,BMW,35,Electric,Manual,9349,42531,4,5
2426,Equinox,2018,Chevrolet,16,Petrol,Automatic,12269,46525,1,2
2427,A3,2022,Audi,24,Petrol,Manual,8092,160395,3,5
2428,Corolla,2010,Toyota,39,Diesel,Automatic,8710,54484,1,4
2429,Tiguan,2006,Volkswagen,34,Petrol,Manual,9851,152401,2,2
2430,Fiesta,2017,Ford,26,Hybrid,Manual,9123,273840,1,2
2431,X5,2017,BMW,27,Diesel,Semi-Automatic,9467,181615,1,3
2432,Malibu,2012,Chevrolet,11,Petrol,Automatic,9184,70756,5,2
2433,Equinox,2018,Chevrolet,20,Diesel,Automatic,5913,279322,5,2
2434,Fiesta,2017,Ford,11,Electric,Semi-Automatic,9029,88523,5,2
2435,RAV4,2005,Toyota,28,Electric,Automatic,10811,129441,4,2
2436,Sportage,2001,Kia,41,Diesel,Manual,7999,205001,1,2
2437,Passat,2008,Volkswagen,38,Diesel,Automatic,10233,123345,5,3
2438,A4,2004,Audi,18,Diesel,Manual,3212,284378,2,2
2439,Fiesta,2017,Ford,32,Diesel,Semi-Automatic,10400,85000,1,2
2440,Civic,2010,Honda,18,Electric,Automatic,7660,161998,1,3
2441,Impala,2017,Chevrolet,37,Electric,Semi-Automatic,6683,230850,3,5
2442,3 Series,2017,BMW,38,Petrol,Automatic,14635,68244,5,5
2443,A4,2004,Audi,34,Hybrid,Automatic,7994,100297,5,2
2444,Tucson,2007,Hyundai,21,Diesel,Manual,6380,200967,4,4
2445,Impala,2017,Chevrolet,46,Diesel,Semi-Automatic,2883,290821,4,5
2446,C-Class,2007,Mercedes,32,Hybrid,Automatic,6974,201279,5,5
2447,E-Class,2004,Mercedes,23,Hybrid,Manual,6977,186140,5,3
2448,Elantra,2004,Hyundai,13,Electric,Automatic,10285,110716,1,2
2449,Civic,2010,Honda,14,Petrol,Manual,5773,91339,2,3
2450,Passat,2008,Volkswagen,33,Petrol,Automatic,10830,233451,4,3
2451,A4,2004,Audi,48,Diesel,Semi-Automatic,8283,150832,2,2
2452,Tiguan,2006,Volkswagen,13,Electric,Semi-Automatic,7242,52894,2,2
2453,Q5,2023,Audi,27,Diesel,Automatic,10701,179934,1,2
2454,Explorer,2006,Ford,23,Diesel,Automatic,2940,262977,1,4
2455,Tucson,2007,Hyundai,30,Hybrid,Automatic,15081,55945,2,4
2456,A4,2004,Audi,45,Hybrid,Manual,10459,167035,5,2
2457,GLA,2020,Mercedes,19,Hybrid,Automatic,10444,202766,4,4
2458,5 Series,2013,BMW,41,Hybrid,Manual,8660,176973,1,2
2459,Impala,2017,Chevrolet,21,Electric,Automatic,9257,247108,1,5
2460,Camry,2007,Toyota,50,Hybrid,Semi-Automatic,10583,185806,3,4
2461,Q5,2023,Audi,24,Diesel,Manual,11948,42569,5,2
2462,Sonata,2007,Hyundai,16,Diesel,Semi-Automatic,7746,242697,3,3
2463,Corolla,2010,Toyota,17,Electric,Automatic,11003,124805,3,4
2464,Elantra,2004,Hyundai,14,Diesel,Manual,9973,31301,1,2
2465,Optima,2005,Kia,48,Petrol,Semi-Automatic,9643,277838,3,2
2466,A3,2022,Audi,17,Diesel,Automatic,9697,210126,5,5
2467,C-Class,2007,Mercedes,43,Diesel,Automatic,9189,155522,5,5
2468,Passat,2008,Volkswagen,45,Petrol,Manual,9985,95736,1,3
2469,Tiguan,2006,Volkswagen,40,Petrol,Automatic,6176,201169,2,2
2470,Sonata,2007,Hyundai,44,Electric,Semi-Automatic,11845,202720,3,3
2471,Equinox,2018,Chevrolet,13,Diesel,Semi-Automatic,11351,32421,1,2
2472,Equinox,2018,Chevrolet,37,Diesel,Automatic,8708,74560,3,2
2473,Impala,2017,Chevrolet,12,Electric,Automatic,11727,153614,3,5
2474,Malibu,2012,Chevrolet,17,Petrol,Manual,5607,249622,1,2
2475,CR-V,2007,Honda,13,Electric,Semi-Automatic,4505,279749,2,3
2476,GLA,2020,Mercedes,21,Electric,Manual,5672,276357,4,4
2477,Tucson,2007,Hyundai,31,Petrol,Automatic,8214,39292,2,4
2478,C-Class,2007,Mercedes,38,Diesel,Semi-Automatic,7901,149913,3,5
2479,Optima,2005,Kia,34,Electric,Automatic,11316,74188,1,2
2480,A4,2004,Audi,12,Diesel,Manual,5963,11817,1,2
2481,A3,2022,Audi,47,Petrol,Manual,10473,231318,5,5
2482,Golf,2003,Volkswagen,28,Diesel,Semi-Automatic,8973,91312,2,3
